ASV,Dry_F_1,Dry_F_2,Dry_F_3,Dry_F_4,Dry_F_5,Dry_N_1,Dry_N_2,Dry_N_3,Dry_N_4,Dry_N_5,Wet_F_1,Wet_F_2,Wet_F_3,Wet_F_4,Wet_F_5,Wet_N_1,Wet_N_2,Wet_N_3,Wet_N_4,Wet_N_5
ASV_0879,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0
ASV_0880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
ASV_0881,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ASV_0882,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0883,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_0884,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
ASV_0885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ASV_0886,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
ASV_0887,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0
ASV_0888,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0889,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0890,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0891,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0
ASV_0892,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ASV_0893,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_0894,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0895,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0896,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV_0897,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0898,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0899,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0
ASV_0900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
ASV_0901,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV_0902,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0
ASV_0903,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
ASV_0904,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2
ASV_0905,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0906,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0907,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0
ASV_0908,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
ASV_0909,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0
ASV_0910,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ASV_0911,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
ASV_0912,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0
ASV_0913,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0914,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0915,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0916,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0917,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0
ASV_0918,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0919,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_0920,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0
ASV_0921,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
ASV_0922,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0
ASV_0923,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0924,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_0925,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
ASV_0926,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1
ASV_0927,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0
ASV_0928,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0929,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0
ASV_0930,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0
ASV_0931,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASV_0933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1
ASV_0934,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
ASV_0935,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0
ASV_0936,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1
ASV_0937,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
ASV_0938,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_0939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV_0940,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0
ASV_0941,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0
ASV_0942,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0
ASV_0943,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
ASV_0944,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0945,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV_0946,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
ASV_0947,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0
ASV_0948,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0
ASV_0949,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0950,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0951,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0
ASV_0952,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
ASV_0953,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0
ASV_0954,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0955,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
ASV_0956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
ASV_0957,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_0958,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ASV_0959,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1
ASV_0960,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0961,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0962,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_0963,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_0964,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV_0965,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0966,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ASV_0967,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_0968,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
ASV_0970,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
ASV_0971,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0
ASV_0972,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0973,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0
ASV_0974,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_0975,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0
ASV_0976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
ASV_0977,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASV_0978,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_0979,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
ASV_0980,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ASV_0981,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0982,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_0983,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
ASV_0984,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0
ASV_0985,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0986,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
ASV_0987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_0988,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_0989,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_0990,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_0991,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
ASV_0992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_0993,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_0994,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ASV_0995,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV_0996,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0
ASV_0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_0998,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
ASV_0999,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
ASV_1000,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0
ASV_1001,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1002,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1003,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1004,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
ASV_1005,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1
ASV_1006,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
ASV_1007,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0
ASV_1008,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
ASV_1009,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ASV_1010,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ASV_1011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
ASV_1012,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
ASV_1013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
ASV_1014,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV_1015,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
ASV_1016,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
ASV_1017,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
ASV_1018,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1019,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
ASV_1020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
ASV_1021,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
ASV_1022,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1023,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ASV_1024,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ASV_1025,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
ASV_1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ASV_1027,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0
ASV_1028,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
ASV_1029,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
ASV_1030,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1031,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
ASV_1032,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_1034,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
ASV_1035,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_1036,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ASV_1037,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV_1038,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1039,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ASV_1040,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
ASV_1041,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
ASV_1042,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV_1043,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ASV_1044,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1045,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0
ASV_1046,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0
ASV_1048,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1049,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1050,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
ASV_1051,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0
ASV_1052,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1053,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
ASV_1054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0
ASV_1055,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0
ASV_1056,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1057,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0
ASV_1058,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
ASV_1059,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0
ASV_1060,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ASV_1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
ASV_1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
ASV_1063,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ASV_1064,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV_1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_1066,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1067,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV_1068,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1069,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1070,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1071,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV_1072,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1073,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
ASV_1074,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ASV_1075,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
ASV_1076,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV_1077,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0
ASV_1078,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1079,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV_1081,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1082,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
ASV_1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV_1084,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_1085,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ASV_1086,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
ASV_1087,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1088,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1089,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1090,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV_1091,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1092,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1093,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV_1095,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
ASV_1096,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_1097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
ASV_1098,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
ASV_1099,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
ASV_1100,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1101,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1102,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV_1103,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1104,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
ASV_1105,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
ASV_1106,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0
ASV_1107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
ASV_1108,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ASV_1109,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
ASV_1110,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV_1111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
ASV_1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV_1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV_1114,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
ASV_1115,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
ASV_1116,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
ASV_1117,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
ASV_1118,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
ASV_1119,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1120,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
ASV_1121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
ASV_1122,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
ASV_1123,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
ASV_1124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
ASV_1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV_1126,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1127,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV_1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV_1129,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1130,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1131,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
ASV_1133,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
ASV_1134,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
ASV_1135,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1136,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ASV_1138,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1139,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_1140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
ASV_1141,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0
ASV_1142,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ASV_1143,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1144,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
ASV_1145,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
ASV_1147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
ASV_1148,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
ASV_1150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_1151,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_1152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
ASV_1153,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1154,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
ASV_1156,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
ASV_1158,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV_1159,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
ASV_1161,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1162,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
ASV_1163,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_1164,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV_1165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
ASV_1166,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
ASV_1168,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
ASV_1169,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
ASV_1170,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
ASV_1171,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ASV_1172,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
